symbol,group,name
BMTC,NASDAQ Global Select Market,Bryn Mawr Bank Corporation - Common Stock
BNCL,NASDAQ Global Select Market,"Beneficial Mutual Bancorp, Inc. - Common Stock"
BNCN,NASDAQ Capital Market,BNC Bancorp - Common Stock
BNDX,NASDAQ Global Market,Vanguard Total International Bond ETF
BNFT,NASDAQ Global Market,"Benefitfocus, Inc. - Common Stock"
BNSO,NASDAQ Capital Market,"Bonso Electronics International, Inc. - Common Stock"
BOBE,NASDAQ Global Select Market,"Bob Evans Farms, Inc. - Common Stock"
BOCH,NASDAQ Global Market,Bank of Commerce Holdings (CA) - Common Stock
BOFI,NASDAQ Global Select Market,"BofI Holding, Inc. - Common Stock"
BOKF,NASDAQ Global Select Market,BOK Financial Corporation - Common Stock
BONA,NASDAQ Global Select Market,Bona Film Group Limited - American Depositary Shares
BONT,NASDAQ Global Select Market,"The Bon-Ton Stores, Inc. - Common Stock"
BOOM,NASDAQ Global Select Market,Dynamic Materials Corporation - Common Stock
BOSC,NASDAQ Capital Market,B.O.S. Better Online Solutions - Ordinary Shares
BOTA,NASDAQ Global Select Market,"Biota Pharmaceuticals, Inc. - Common Stock"
BOTJ,NASDAQ Capital Market,"Bank of the James Financial Group, Inc. - Common Stock"
BPFH,NASDAQ Global Select Market,"Boston Private Financial Holdings, Inc. - Common Stock"
BPFHP,NASDAQ Global Select Market,"Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D"
BPFHW,NASDAQ Global Select Market,"Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share"
BPOP,NASDAQ Global Select Market,"Popular, Inc. - Common Stock"
BPOPM,NASDAQ Global Select Market,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities"
BPOPN,NASDAQ Global Select Market,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities"
BPTH,NASDAQ Capital Market,"Bio-Path Holdings, Inc. - Common Stock"
BRCD,NASDAQ Global Select Market,"Brocade Communications Systems, Inc. - Common Stock"
BRCM,NASDAQ Global Select Market,Broadcom Corporation - Class A Common Stock
BRDR,NASDAQ Global Select Market,"Borderfree, Inc. - Common Stock"
BREW,NASDAQ Global Select Market,"Craft Brew Alliance, Inc. - Common Stock"
BRID,NASDAQ Global Market,Bridgford Foods Corporation - Common Stock
BRKL,NASDAQ Global Select Market,"Brookline Bancorp, Inc. - Common Stock"
BRKR,NASDAQ Global Select Market,Bruker Corporation - Common Stock
BRKS,NASDAQ Global Select Market,"Brooks Automation, Inc. - Common Stock"
BRLI,NASDAQ Global Select Market,"Bio-Reference Laboratories, Inc. - Common Stock"
BSDM,NASDAQ Capital Market,BSD Medical Corporation - Common Stock
BSET,NASDAQ Global Select Market,"Bassett Furniture Industries, Incorporated - Common Stock"
BSF,NASDAQ Global Market,"Bear State Financial, Inc. - Common Stock"
BSFT,NASDAQ Global Select Market,"BroadSoft, Inc. - Common Stock"
BSPM,NASDAQ Capital Market,"Biostar Pharmaceuticals, Inc. - Common Stock"
BSQR,NASDAQ Global Market,BSQUARE Corporation - Common Stock
BSRR,NASDAQ Global Select Market,Sierra Bancorp - Common Stock
BSTC,NASDAQ Global Market,BioSpecifics Technologies Corp - Common Stock
BTUI,NASDAQ Global Market,"BTU International, Inc. - Common Stock"
BUR,NASDAQ Global Market,Burcon NutraScience Corp - Ordinary Shares
BUSE,NASDAQ Global Select Market,First Busey Corporation - Common Stock
BV,NASDAQ Global Select Market,"Bazaarvoice, Inc. - Common Stock"
BVA,NASDAQ Capital Market,Cordia Bancorp Inc. - Common Stock
BVSN,NASDAQ Global Market,"BroadVision, Inc. - Common Stock"
BWEN,NASDAQ Capital Market,"Broadwind Energy, Inc. - Common Stock"
BWFG,NASDAQ Global Market,"Bankwell Financial Group, Inc. - Common Stock"
BWINA,NASDAQ Global Market,"Baldwin & Lyons, Inc. - Class A (voting) Common Stock"
BWINB,NASDAQ Global Market,"Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock"
BWLD,NASDAQ Global Select Market,"Buffalo Wild Wings, Inc. - Common Stock"
BYBK,NASDAQ Capital Market,"Bay Bancorp, Inc. - Common Stock"
BYFC,NASDAQ Capital Market,Broadway Financial Corporation - Common Stock
BYLK,NASDAQ Capital Market,Baylake Corp - Common Stock
CA,NASDAQ Global Select Market,CA Inc. - Common Stock
CAAS,NASDAQ Capital Market,"China Automotive Systems, Inc. - Common Stock"
CAC,NASDAQ Global Select Market,Camden National Corporation - Common Stock
CACB,NASDAQ Capital Market,Cascade Bancorp - Common Stock
CACC,NASDAQ Global Select Market,Credit Acceptance Corporation - Common Stock
CACG,NASDAQ Capital Market,Chart Acquisition Corp. - Common Stock
CACGU,NASDAQ Capital Market,Chart Acquisition Corp. - Units
CACGW,NASDAQ Capital Market,Chart Acquisition Corp. - Warrants
CACH,NASDAQ Global Select Market,"Cache, Inc. - Common Stock"
CACQ,NASDAQ Global Select Market,Caesars Acquisition Company - Class A Common Stock
CADC,NASDAQ Capital Market,"China Advanced Construction Materials Group, Inc. - Common Stock"
CADT,NASDAQ Capital Market,DT Asia Investments Limited - Ordinary Shares
CADTR,NASDAQ Capital Market,DT Asia Investments Limited - Right
CADTU,NASDAQ Capital Market,DT Asia Investments Limited - Unit
CADTW,NASDAQ Capital Market,DT Asia Investments Limited - Warrant
CAKE,NASDAQ Global Select Market,The Cheesecake Factory Incorporated - Common Stock
CALA,NASDAQ Global Select Market,"Calithera Biosciences, Inc. - Common Stock"
CALD,NASDAQ Global Market,"Callidus Software, Inc. - Common Stock"
CALI,NASDAQ Global Market,China Auto Logistics Inc. - Common Stock
CALL,NASDAQ Global Market,magicJack VocalTec Ltd - Ordinary Shares
CALM,NASDAQ Global Select Market,"Cal-Maine Foods, Inc. - Common Stock"
CAMB,NASDAQ Capital Market,Cambridge Capital Acquisition Corporation - Common Stock
CAMBU,NASDAQ Capital Market,Cambridge Capital Acquisition Corporation - Unit
CAMBW,NASDAQ Capital Market,Cambridge Capital Acquisition Corporation - Warrant
CAMP,NASDAQ Global Select Market,CalAmp Corp. - Common Stock
CAMT,NASDAQ Global Market,Camtek Ltd. - Ordinary Shares
CAPN,NASDAQ Capital Market,"Capnia, Inc. - Common Stock"
CAPNW,NASDAQ Capital Market,"Capnia, Inc. - Series A Warrant"
CAR,NASDAQ Global Select Market,"Avis Budget Group, Inc. - Common Stock"
CARA,NASDAQ Global Market,"Cara Therapeutics, Inc. - Common Stock"
CARB,NASDAQ Global Market,"Carbonite, Inc. - Common Stock"
CARO,NASDAQ Capital Market,Carolina Financial Corporation - Common Stock
CART,NASDAQ Capital Market,Carolina Trust Bank - Common Stock
CARV,NASDAQ Capital Market,"Carver Bancorp, Inc. - Common Stock"
CARZ,NASDAQ Global Market,First Trust NASDAQ Global Auto Index Fund
CASH,NASDAQ Global Select Market,"Meta Financial Group, Inc. - Common Stock"
CASI,NASDAQ Capital Market,"CASI Pharmaceuticals, Inc. - Common Stock"
CASM,NASDAQ Capital Market,"CAS Medical Systems, Inc. - Common Stock"
CASS,NASDAQ Global Select Market,"Cass Information Systems, Inc - Common Stock"
CASY,NASDAQ Global Select Market,"Caseys General Stores, Inc. - Common Stock"
CATM,NASDAQ Global Select Market,"Cardtronics, Inc. - Common Stock"
CATY,NASDAQ Global Select Market,Cathay General Bancorp - Common Stock
CATYW,NASDAQ Global Select Market,Cathay General Bancorp - Warrant
CAVM,NASDAQ Global Select Market,"Cavium, Inc. - Common Stock"
CBAK,NASDAQ Global Market,"China BAK Battery, Inc. - Common Stock"
CBAN,NASDAQ Global Market,"Colony Bankcorp, Inc. - Common Stock"
CBAY,NASDAQ Capital Market,CymaBay Therapeutics Inc. - Common Stock
CBDE,NASDAQ Capital Market,CBD Energy Limited - Ordinary Shares
CBF,NASDAQ Global Select Market,Capital Bank Financial Corp. - Class A Common Stock
CBFV,NASDAQ Global Market,"CB Financial Services, Inc. - Common Stock"
CBIN,NASDAQ Capital Market,"Community Bank Shares of Indiana, Inc. - Common Stock"
CBLI,NASDAQ Capital Market,"Cleveland BioLabs, Inc. - Common Stock"
CBMG,NASDAQ Capital Market,"Cellular Biomedicine Group, Inc. - Common Stock"
CBMX,NASDAQ Capital Market,CombiMatrix Corporation - Common Stock
CBNJ,NASDAQ Global Select Market,"Cape Bancorp, Inc. - Common Stock"
CBNK,NASDAQ Global Market,"Chicopee Bancorp, Inc. - Common Stock"
CBOE,NASDAQ Global Select Market,"CBOE Holdings, Inc. - Common Stock"
CBPO,NASDAQ Global Select Market,"China Biologic Products, Inc. - Common Stock"
CBRL,NASDAQ Global Select Market,"Cracker Barrel Old Country Store, Inc. - Common Stock"
CBRX,NASDAQ Capital Market,"Columbia Laboratories, Inc. - Common Stock"
CBSH,NASDAQ Global Select Market,"Commerce Bancshares, Inc. - Common Stock"
CBSHP,NASDAQ Global Select Market,"Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock"
CBST,NASDAQ Global Select Market,"Cubist Pharmaceuticals, Inc. - Common Stock"
CBSTZ,NASDAQ Global Select Market,"Cubist Pharmaceuticals, Inc. - Contingent Value Right"
CCBG,NASDAQ Global Select Market,Capital City Bank Group - Common Stock
CCCL,NASDAQ Global Market,"China Ceramics Co., Ltd. - Common Stock"
CCCR,NASDAQ Capital Market,"China Commercial Credit, Inc. - Common Stock"
CCIH,NASDAQ Global Select Market,ChinaCache International Holdings Ltd. - American Depositary Shares
CCLP,NASDAQ Global Select Market,CSI Compressco LP - common units
CCMP,NASDAQ Global Select Market,Cabot Microelectronics Corporation - Common Stock
CCNE,NASDAQ Global Select Market,CNB Financial Corporation - Common Stock
CCOI,NASDAQ Global Select Market,"Cogent Communications Holdings, Inc. - Common Stock"
CCRN,NASDAQ Global Select Market,"Cross Country Healthcare, Inc. - Common Stock"
CCUR,NASDAQ Global Market,Concurrent Computer Corporation - Common Stock
CCXI,NASDAQ Global Select Market,"ChemoCentryx, Inc. - Common Stock"
CDC,NASDAQ Global Market,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund
CDK,NASDAQ Global Select Market,"CDK Global, Inc. - Common Stock"
CDNA,NASDAQ Global Market,"CareDx, Inc. - Common Stock"
CDNS,NASDAQ Global Select Market,"Cadence Design Systems, Inc. - Common Stock"
CDTI,NASDAQ Capital Market,"Clean Diesel Technologies, Inc. - Common Stock"
CDW,NASDAQ Global Select Market,CDW Corporation - Common Stock
CDXS,NASDAQ Global Select Market,"Codexis, Inc. - Common Stock"
CDZI,NASDAQ Global Market,"Cadiz, Inc. - Common Stock"
CECE,NASDAQ Global Select Market,CECO Environmental Corp. - Common Stock
CECO,NASDAQ Global Select Market,Career Education Corporation - Common Stock
CELG,NASDAQ Global Select Market,Celgene Corporation - Common Stock
CELGZ,NASDAQ Global Market,Celgene Corporation - Contingent Value Right
CEMI,NASDAQ Capital Market,"Chembio Diagnostics, Inc. - Common Stock"
CEMP,NASDAQ Global Select Market,"Cempra, Inc. - Common Stock"
CENT,NASDAQ Global Select Market,Central Garden & Pet Company - Common Stock
CENTA,NASDAQ Global Select Market,Central Garden & Pet Company - Class A Common Stock Nonvoting
CENX,NASDAQ Global Select Market,Century Aluminum Company - Common Stock
CERE,NASDAQ Capital Market,"Ceres, Inc. - Common Stock"
CERN,NASDAQ Global Select Market,Cerner Corporation - Common Stock
CERS,NASDAQ Global Market,Cerus Corporation - Common Stock
CERU,NASDAQ Global Market,Cerulean Pharma Inc. - Common Stock
CETV,NASDAQ Global Select Market,Central European Media Enterprises Ltd. - Class A Common Stock
CEVA,NASDAQ Global Select Market,"CEVA, Inc. - Common Stock"
CFA,NASDAQ Global Market,Compass EMP US 500 Volatility Weighted Index ETF
CFBK,NASDAQ Capital Market,Central Federal Corporation - Common Stock
CFFI,NASDAQ Global Select Market,C&F Financial Corporation - Common Stock
CFFN,NASDAQ Global Select Market,"Capitol Federal Financial, Inc. - Common Stock"
CFGE,NASDAQ Global Market,Calamos Focus Growth ETF
CFNB,NASDAQ Global Market,California First National Bancorp - Common Stock
CFNL,NASDAQ Global Select Market,Cardinal Financial Corporation - Common Stock
CFO,NASDAQ Global Market,Compass EMP US 500 Enhanced Volatility Weighted Index ETF
CFRX,NASDAQ Capital Market,ContraFect Corporation - Common Stock
CFRXW,NASDAQ Capital Market,ContraFect Corporation - Warrant
CFRXZ,NASDAQ Capital Market,ContraFect Corporation - Warrant
CG,NASDAQ Global Select Market,The Carlyle Group L.P. - Common Units
CGEN,NASDAQ Global Market,Compugen Ltd. - Ordinary Shares
CGIX,NASDAQ Capital Market,"Cancer Genetics, Inc. - Common Stock"
CGNX,NASDAQ Global Select Market,Cognex Corporation - Common Stock
CGO,NASDAQ Global Select Market,Calamos Global Total Return Fund - Common Stock
CHCI,NASDAQ Capital Market,"Comstock Holding Companies, Inc. - Class A Common Stock"
CHCO,NASDAQ Global Select Market,City Holding Company - Common Stock
CHDN,NASDAQ Global Select Market,"Churchill Downs, Incorporated - Common Stock"
CHEF,NASDAQ Global Select Market,"The Chefs' Warehouse, Inc. - Common Stock"
CHEV,NASDAQ Capital Market,Cheviot Financial Corp - Common Stock
CHFC,NASDAQ Global Select Market,Chemical Financial Corporation - Common Stock
CHFN,NASDAQ Capital Market,Charter Financial Corp. - Common Stock
CHI,NASDAQ Global Select Market,Calamos Convertible Opportunities and Income Fund - Common Stock
CHKE,NASDAQ Global Select Market,Cherokee Inc. - Common Stock
CHKP,NASDAQ Global Select Market,Check Point Software Technologies Ltd. - Ordinary Shares
CHLN,NASDAQ Capital Market,"China Housing & Land Development, Inc. - Common Stock"
CHMG,NASDAQ Global Select Market,Chemung Financial Corp - Common Stock
CHNR,NASDAQ Capital Market,"China Natural Resources, Inc. - Common Stock"
CHOP,NASDAQ Global Select Market,China Gerui Advanced Materials Group Limited - Ordinary Shares
CHRS,NASDAQ Global Market,"Coherus BioSciences, Inc. - Common Stock"
CHRW,NASDAQ Global Select Market,"C.H. Robinson Worldwide, Inc. - Common Stock"
CHSCM,NASDAQ Global Select Market,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3"
CHSCN,NASDAQ Global Select Market,CHS Inc - Preferred Class B Series 2 Reset Rate
CHSCO,NASDAQ Global Select Market,CHS Inc - Class B Cumulative Redeemable Preferred Stock
CHSCP,NASDAQ Global Select Market,CHS Inc - 8%  Cumulative Redeemable Preferred Stock
CHTR,NASDAQ Global Select Market,"Charter Communications, Inc. - Class A Common Stock"
CHUY,NASDAQ Global Select Market,"Chuy's Holdings, Inc. - Common Stock"
CHW,NASDAQ Global Select Market,Calamos Global Dynamic Income Fund - Common Stock
CHXF,NASDAQ Global Market,WisdomTree China Dividend Ex-Financials Fund
CHY,NASDAQ Global Select Market,Calamos Convertible and High Income Fund - Common Stock
CHYR,NASDAQ Global Market,ChyronHego Corporation - Common Stock
CIDM,NASDAQ Global Market,Cinedigm Corp - Class A Common Stock
CIFC,NASDAQ Capital Market,CIFC Corp. - Common Stock
CIMT,NASDAQ Capital Market,"Cimatron, Limited - Ordinary Shares"
CINF,NASDAQ Global Select Market,Cincinnati Financial Corporation - Common Stock
CISAW,NASDAQ Capital Market,CIS Acquisition Ltd. - Warrant
CISG,NASDAQ Global Select Market,"CNinsure Inc. - American depositary shares, each representing 20 ordinary shares"
CIZ,NASDAQ Global Market,Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF
CIZN,NASDAQ Global Market,Citizens Holding Company - Common Stock
CJJD,NASDAQ Capital Market,"China Jo-Jo Drugstores, Inc. - Common Stock"
CKEC,NASDAQ Global Select Market,"Carmike Cinemas, Inc. - Common Stock"
CKSW,NASDAQ Global Select Market,ClickSoftware Technologies Ltd. - Ordinary Shares
CLAC,NASDAQ Capital Market,Capitol Acquisition Corp. II - Common Stock
CLACU,NASDAQ Capital Market,Capitol Acquisition Corp. II - Unit
CLACW,NASDAQ Capital Market,Capitol Acquisition Corp. II - Warrant
CLBH,NASDAQ Global Market,Carolina Bank Holdings Inc. - Common Stock
CLCT,NASDAQ Global Market,"Collectors Universe, Inc. - Common Stock"
CLDN,NASDAQ Global Market,Celladon Corporation - Common Stock
CLDX,NASDAQ Global Select Market,"Celldex Therapeutics, Inc. - Common Stock"
CLFD,NASDAQ Global Market,"Clearfield, Inc. - Common Stock"
CLIR,NASDAQ Capital Market,ClearSign Combustion Corporation - Common Stock
CLMS,NASDAQ Global Select Market,"Calamos Asset Management, Inc. - Class A Common Stock"
CLMT,NASDAQ Global Select Market,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests"
CLNE,NASDAQ Global Select Market,Clean Energy Fuels Corp. - Common Stock
CLNT,NASDAQ Capital Market,"Cleantech Solutions International, Inc. - Common Stock"
CLRB,NASDAQ Capital Market,"Cellectar Biosciences, Inc. - Common Stock"
CLRBW,NASDAQ Capital Market,"Cellectar Biosciences, Inc. - Warrants"
CLRO,NASDAQ Capital Market,"ClearOne, Inc. - Common Stock"
CLRX,NASDAQ Capital Market,"CollabRx, Inc. - Common Stock"
CLSN,NASDAQ Capital Market,Celsion Corporation - Common Stock
CLTX,NASDAQ Capital Market,Celsus Therapeutics Plc - American Depositary Shares
CLUB,NASDAQ Global Market,"Town Sports International Holdings, Inc. - Common Stock"
CLVS,NASDAQ Global Select Market,"Clovis Oncology, Inc. - Common Stock"
CLWT,NASDAQ Capital Market,Euro Tech Holdings Company Limited - Ordinary Shares
CMCO,NASDAQ Global Select Market,Columbus McKinnon Corporation - Common Stock
CMCSA,NASDAQ Global Select Market,Comcast Corporation - Class A Common Stock
CMCSK,NASDAQ Global Select Market,Comcast Corporation - Class A Special Common Stock
CMCT,NASDAQ Global Market,CIM Commercial Trust Corporation - Common Stock
CME,NASDAQ Global Select Market,CME Group Inc. - Class A Common Stock
CMFN,NASDAQ Global Select Market,CM Finance Inc - Common Stock
CMGE,NASDAQ Global Market,China Mobile Games and Entertainment Group Limited - American Depositary Shares
CMLS,NASDAQ Global Select Market,Cumulus Media Inc. - Common Stock
CMPR,NASDAQ Global Select Market,Cimpress N.V - Ordinary Shares (The Netherlands)
CMRX,NASDAQ Global Market,"Chimerix, Inc. - Common Stock"
CMSB,NASDAQ Capital Market,"CMS Bancorp, Inc. - common stock"
CMTL,NASDAQ Global Select Market,Comtech Telecommunications Corp. - Common Stock
CNAT,NASDAQ Global Market,Conatus Pharmaceuticals Inc. - Common Stock
CNBKA,NASDAQ Global Select Market,"Century Bancorp, Inc. - Class A Common Stock"
CNCE,NASDAQ Global Market,"Concert Pharmaceuticals, Inc. - Common Stock"
CNDO,NASDAQ Capital Market,"Coronado Biosciences, Inc. - Common Stock"
