symbol,group,name
JSM,NASDAQ Global Market,"SLM Corporation - 6% Senior Notes due December 15, 2043"
JST,NASDAQ Global Select Market,Jinpan International Limited - Common Stock
JTPY,NASDAQ Capital Market,JetPay Corporation - Common Stock
JUNO,NASDAQ Global Select Market,"Juno Therapeutics, Inc. - Common Stock"
JVA,NASDAQ Capital Market,"Coffee Holding Co., Inc. - Common Stock"
JXSB,NASDAQ Capital Market,Jacksonville Bancorp Inc. - Common Stock
JYNT,NASDAQ Capital Market,The Joint Corp. - Common Stock
KALU,NASDAQ Global Select Market,Kaiser Aluminum Corporation - Common Stock
KANG,NASDAQ Global Select Market,"iKang Healthcare Group, Inc. - American Depositary Shares"
KBAL,NASDAQ Global Select Market,"Kimball International, Inc. - Class B Common Stock"
KBIO,NASDAQ Global Market,"KaloBios Pharmaceuticals, Inc. - Common Stock"
KBSF,NASDAQ Capital Market,KBS Fashion Group Limited - Common Stock
KCAP,NASDAQ Global Select Market,"KCAP Financial, Inc. - common stock"
KCLI,NASDAQ Capital Market,Kansas City Life Insurance Company - Common Stock
KE,NASDAQ Global Select Market,"Kimball Electronics, Inc. - Common Stock"
KELYA,NASDAQ Global Select Market,"Kelly Services, Inc. - Class A Common Stock"
KELYB,NASDAQ Global Select Market,"Kelly Services, Inc. - Class B Common Stock"
KEQU,NASDAQ Global Market,Kewaunee Scientific Corporation - Common Stock
KERX,NASDAQ Capital Market,"Keryx Biopharmaceuticals, Inc. - Common Stock"
KEYW,NASDAQ Global Select Market,The KEYW Holding Corporation - Common Stock
KFFB,NASDAQ Global Market,Kentucky First Federal Bancorp - Common Stock
KFRC,NASDAQ Global Select Market,"Kforce, Inc. - Common Stock"
KFX,NASDAQ Global Select Market,Kofax Limited - Common Shares
KGJI,NASDAQ Capital Market,Kingold Jewelry Inc. - Common Stock
KIN,NASDAQ Capital Market,"Kindred Biosciences, Inc. - Common Stock"
KINS,NASDAQ Capital Market,"Kingstone Companies, Inc - Common Stock"
KIRK,NASDAQ Global Select Market,"Kirkland's, Inc. - Common Stock"
KITE,NASDAQ Global Select Market,"Kite Pharma, Inc. - Common Stock"
KLAC,NASDAQ Global Select Market,KLA-Tencor Corporation - Common Stock
KLIC,NASDAQ Global Select Market,"Kulicke and Soffa Industries, Inc. - Common Stock"
KLXI,NASDAQ Global Select Market,KLX Inc. - Common Stock
KMDA,NASDAQ Global Select Market,Kamada Ltd. - Ordinary Shares
KNDI,NASDAQ Global Select Market,"Kandi Technologies Group, Inc. - Common Stock"
KONA,NASDAQ Global Market,"Kona Grill, Inc. - Common Stock"
KONE,NASDAQ Capital Market,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares
KOOL,NASDAQ Capital Market,Cesca Therapeutics Inc. - Common Stock
KOPN,NASDAQ Global Select Market,Kopin Corporation - Common Stock
KOSS,NASDAQ Capital Market,Koss Corporation - Common Stock
KPTI,NASDAQ Global Select Market,Karyopharm Therapeutics Inc. - Common Stock
KRFT,NASDAQ Global Select Market,"Kraft Foods Group, Inc. - Common Stock"
KRNY,NASDAQ Global Select Market,Kearny Financial - Common Stock
KTCC,NASDAQ Global Market,Key Tronic Corporation - Common Stock
KTEC,NASDAQ Global Market,"Key Technology, Inc. - Common Stock"
KTOS,NASDAQ Global Select Market,"Kratos Defense & Security Solutions, Inc. - Common Stock"
KTWO,NASDAQ Global Select Market,"K2M Group Holdings, Inc. - Common Stock"
KUTV,NASDAQ Global Market,"Ku6 Media Co., Ltd. - American Depositary Shares, each representing 100 ordinary shares"
KVHI,NASDAQ Global Select Market,"KVH Industries, Inc. - Common Stock"
KWEB,NASDAQ Global Market,KraneShares CSI China Internet ETF
KYTH,NASDAQ Global Select Market,"Kythera Biopharmaceuticals, Inc. - Common Stock"
KZ,NASDAQ Global Select Market,"KongZhong Corporation - American Depositary Shares, each representing 40 ordinary shares"
LABC,NASDAQ Global Market,"Louisiana Bancorp, Inc. - Common Stock"
LABL,NASDAQ Global Select Market,Multi-Color Corporation - Common Stock
LACO,NASDAQ Global Market,"Lakes Entertainment, Inc. - Common Stock"
LAKE,NASDAQ Global Market,"Lakeland Industries, Inc. - Common Stock"
LALT,NASDAQ Global Market,PowerShares Actively Managed Exchange-Traded Fund Trust - PowerShares Multi-Strategy Alternative Portfolio
LAMR,NASDAQ Global Select Market,Lamar Advertising Company - Class A Common Stock
LANC,NASDAQ Global Select Market,Lancaster Colony Corporation - Common Stock
LAND,NASDAQ Global Market,Gladstone Land Corporation - Common Stock
LARK,NASDAQ Global Market,Landmark Bancorp Inc. - Common Stock
LAWS,NASDAQ Global Select Market,"Lawson Products, Inc. - Common Stock"
LAYN,NASDAQ Global Select Market,Layne Christensen Company - Common Stock
LBAI,NASDAQ Global Select Market,"Lakeland Bancorp, Inc. - Common Stock"
LBIX,NASDAQ Capital Market,Leading Brands Inc - Common Shares
LBRDA,NASDAQ Global Select Market,Liberty Broadband Corporation - Class A Common Stock
LBRDK,NASDAQ Global Select Market,Liberty Broadband Corporation - Class C Common Stock
LBRKR,NASDAQ Global Select Market,Liberty Broadband Corporation - Subscription Rights to Purchase Shares of Series C Common Stock
LBTYA,NASDAQ Global Select Market,Liberty Global plc - Class A Ordinary Shares
LBTYB,NASDAQ Global Select Market,Liberty Global plc - Class B Ordinary Shares
LBTYK,NASDAQ Global Select Market,Liberty Global plc - Class C Ordinary Shares
LCNB,NASDAQ Capital Market,LCNB Corporation - Common Stock
LCUT,NASDAQ Global Select Market,"Lifetime Brands, Inc. - Common Stock"
LDRH,NASDAQ Global Select Market,LDR Holding Corporation - Common Stock
LDRI,NASDAQ Global Market,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio
LE,NASDAQ Capital Market,"Lands' End, Inc. - Common Stock"
LECO,NASDAQ Global Select Market,"Lincoln Electric Holdings, Inc. - Common Shares"
LEDS,NASDAQ Global Select Market,SemiLEDS Corporation - Common Stock
LEVY,NASDAQ Capital Market,Levy Acquisition Corp. - Common Stock
LEVYU,NASDAQ Capital Market,Levy Acquisition Corp. - Unit
LEVYW,NASDAQ Capital Market,Levy Acquisition Corp. - Warrants
LFUS,NASDAQ Global Select Market,"Littelfuse, Inc. - Common Stock"
LFVN,NASDAQ Capital Market,Lifevantage Corporation - Common Stock
LGCY,NASDAQ Global Select Market,Legacy Reserves LP - Units Representing Limited Partner Interests
LGCYO,NASDAQ Global Select Market,Legacy Reserves LP - 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
LGCYP,NASDAQ Global Select Market,Legacy Reserves LP - 8% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
LGIH,NASDAQ Global Select Market,"LGI Homes, Inc. - Common Stock"
LGND,NASDAQ Global Market,Ligand Pharmaceuticals Incorporated - Common Stock
LHCG,NASDAQ Global Select Market,LHC Group - common stock
LIME,NASDAQ Capital Market,Lime Energy Co. - Common Stock
LINC,NASDAQ Global Select Market,Lincoln Educational Services Corporation - Common Stock
LINE,NASDAQ Global Select Market,"Linn Energy, LLC - Common Units representing limited liability company interests"
LION,NASDAQ Global Select Market,Fidelity Southern Corporation - Common Stock
LIOX,NASDAQ Global Select Market,"Lionbridge Technologies, Inc. - Common Stock"
LIQD,NASDAQ Global Market,"Liquid Holdings Group, Inc. - Common Stock"
LIVE,NASDAQ Capital Market,"LiveDeal, Inc. - Common Stock"
LJPC,NASDAQ Capital Market,La Jolla Pharmaceutical Company - Common Stock
LKFN,NASDAQ Global Select Market,Lakeland Financial Corporation - Common Stock
LKQ,NASDAQ Global Select Market,LKQ Corporation - Common Stock
LLEX,NASDAQ Global Market,"Lilis Energy, Inc. - Common Stock"
LLNW,NASDAQ Global Select Market,"Limelight Networks, Inc. - Common Stock"
LLTC,NASDAQ Global Select Market,Linear Technology Corporation - Common Stock
LMAT,NASDAQ Global Market,"LeMaitre Vascular, Inc. - Common Stock"
LMBS,NASDAQ Global Market,First Trust Low Duration Mortgage Opportunities ETF
LMCA,NASDAQ Global Select Market,Liberty Media Corporation - Series A Common Stock
LMCB,NASDAQ Global Select Market,Liberty Media Corporation - Series B Common Stock
LMCK,NASDAQ Global Select Market,Liberty Media Corporation - Series C Common Stock
LMIA,NASDAQ Global Select Market,"LMI Aerospace, Inc. - Common Stock"
LMNR,NASDAQ Global Select Market,Limoneira Co - Common Stock
LMNS,NASDAQ Global Select Market,Lumenis Ltd. - Class B Ordinary Shares
LMNX,NASDAQ Global Select Market,Luminex Corporation - Common Stock
LMOS,NASDAQ Global Select Market,Lumos Networks Corp. - Common Stock
LMRK,NASDAQ Global Market,Landmark Infrastructure Partners LP - Common Units
LNBB,NASDAQ Global Market,"LNB Bancorp, Inc. - Common Stock"
LNCE,NASDAQ Global Select Market,"Snyder's-Lance, Inc. - Common Stock"
LNCO,NASDAQ Global Select Market,"Linn Co, LLC - Common Shares"
LNDC,NASDAQ Global Select Market,Landec Corporation - Common Stock
LOAN,NASDAQ Capital Market,"Manhattan Bridge Capital, Inc - Common Stock"
LOCM,NASDAQ Capital Market,Local Corporation - Common Stock
LOCO,NASDAQ Global Select Market,"El Pollo Loco Holdings, Inc. - Common Stock"
LOGI,NASDAQ Global Select Market,Logitech International S.A. - Registered Shares
LOGM,NASDAQ Global Select Market,"LogMein, Inc. - Common Stock"
LOJN,NASDAQ Global Select Market,LoJack Corporation - Common Stock
LONG,NASDAQ Global Select Market,"eLong, Inc. - American Depositary Shares representing 2 Ordinary Shares"
LOOK,NASDAQ Capital Market,"LookSmart, Ltd. - Common Stock"
LOPE,NASDAQ Global Select Market,"Grand Canyon Education, Inc. - Common Stock"
LORL,NASDAQ Global Select Market,"Loral Space and Communications, Inc. - Common Stock"
LOXO,NASDAQ Global Market,"Loxo Oncology, Inc. - Common Stock"
LPCN,NASDAQ Capital Market,Lipocine Inc. - Common Stock
LPHI,NASDAQ Global Select Market,Life Partners Holdings Inc - Common Stock
LPLA,NASDAQ Global Select Market,LPL Financial Holdings Inc. - Common Stock
LPNT,NASDAQ Global Select Market,"LifePoint Hospitals, Inc. - Common Stock"
LPSB,NASDAQ Capital Market,"LaPorte Bancorp, Inc. - Common Stock"
LPSN,NASDAQ Global Select Market,"LivePerson, Inc. - Common Stock"
LPTH,NASDAQ Capital Market,"LightPath Technologies, Inc. - Class A Common Stock"
LPTN,NASDAQ Capital Market,"Lpath, Inc. - Class A Common Stock"
LQDT,NASDAQ Global Select Market,"Liquidity Services, Inc. - Common Stock"
LRAD,NASDAQ Capital Market,LRAD Corporation - Common Stock
LRCX,NASDAQ Global Select Market,Lam Research Corporation - Common Stock
LSBK,NASDAQ Global Market,"Lake Shore Bancorp, Inc. - Common Stock"
LSCC,NASDAQ Global Select Market,Lattice Semiconductor Corporation - Common Stock
LSTR,NASDAQ Global Select Market,"Landstar System, Inc. - Common Stock"
LTBR,NASDAQ Capital Market,Lightbridge Corporation - Common Stock
LTRE,NASDAQ Global Market,"Learning Tree International, Inc. - Common Stock"
LTRPA,NASDAQ Global Select Market,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock"
LTRPB,NASDAQ Global Select Market,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock"
LTRX,NASDAQ Capital Market,"Lantronix, Inc. - Common Stock"
LTXB,NASDAQ Global Select Market,"LegacyTexas Financial Group, Inc. - Common Stock"
LULU,NASDAQ Global Select Market,lululemon athletica inc. - Common Stock
LUNA,NASDAQ Capital Market,Luna Innovations Incorporated - Common Stock
LVNTA,NASDAQ Global Select Market,Liberty Interactive Corporation - Series A Liberty Ventures Common Stock
LVNTB,NASDAQ Global Select Market,Liberty Interactive Corporation - Series B Liberty Ventures Common Stock
LWAY,NASDAQ Global Market,"Lifeway Foods, Inc. - Common Stock"
LXRX,NASDAQ Global Select Market,"Lexicon Pharmaceuticals, Inc. - Common Stock"
LYTS,NASDAQ Global Select Market,LSI Industries Inc. - Common Stock
MACK,NASDAQ Global Market,"Merrimack Pharmaceuticals, Inc. - Common Stock"
MAG,NASDAQ Global Market,"Magnetek, Inc. - Common Stock"
MAGS,NASDAQ Global Market,Magal Security Systems Ltd. - Ordinary Shares
MAMS,NASDAQ Capital Market,"MAM Software Group, Inc. - Common Stock"
MANH,NASDAQ Global Select Market,"Manhattan Associates, Inc. - Common Stock"
MANT,NASDAQ Global Select Market,ManTech International Corporation - Class A Common Stock
MAR,NASDAQ Global Select Market,Marriott International - Class A Common Stock
MARA,NASDAQ Capital Market,"Marathon Patent Group, Inc. - Common Stock"
MARK,NASDAQ Capital Market,"Remark Media, Inc. - Common Stock"
MARPS,NASDAQ Capital Market,Marine Petroleum Trust - Units of Beneficial Interest
MASI,NASDAQ Global Select Market,Masimo Corporation - Common Stock
MAT,NASDAQ Global Select Market,"Mattel, Inc. - Common Stock"
MATR,NASDAQ Global Market,Mattersight Corporation - Common Stock
MATW,NASDAQ Global Select Market,Matthews International Corporation - Class A Common Stock
MAYS,NASDAQ Capital Market,"J. W. Mays, Inc. - Common Stock"
MBCN,NASDAQ Capital Market,Middlefield Banc Corp. - Common Stock
MBFI,NASDAQ Global Select Market,MB Financial Inc. - Common Stock
MBFIP,NASDAQ Global Select Market,"MB Financial Inc. - Perpetual Non-Cumulative Preferred Stock, Series A"
MBII,NASDAQ Global Market,"Marrone Bio Innovations, Inc. - Common Stock"
MBLX,NASDAQ Capital Market,"Metabolix, Inc. - Common Stock"
MBRG,NASDAQ Capital Market,Middleburg Financial Corporation - Common Stock
MBSD,NASDAQ Global Market,FlexShares Disciplined Duration MBS Index Fund
MBTF,NASDAQ Global Select Market,M B T Financial Corp - Common Stock
MBUU,NASDAQ Global Market,"Malibu Boats, Inc. - Common Stock"
MBVT,NASDAQ Global Select Market,"Merchants Bancshares, Inc. - Common Stock"
MBWM,NASDAQ Global Select Market,Mercantile Bank Corporation - Common Stock
MCBC,NASDAQ Global Select Market,Macatawa Bank Corporation - Common Stock
MCBK,NASDAQ Capital Market,"Madison County Financial, Inc. - Common Stock"
MCEP,NASDAQ Global Select Market,"Mid-Con Energy Partners, LP - Common Units"
MCGC,NASDAQ Global Select Market,MCG Capital Corporation - Closed End Fund
MCHP,NASDAQ Global Select Market,Microchip Technology Incorporated - Common Stock
MCHX,NASDAQ Global Select Market,"Marchex, Inc. - Class B Common Stock"
MCOX,NASDAQ Global Select Market,Mecox Lane Limited - American Depositary Shares
MCRI,NASDAQ Global Select Market,"Monarch Casino & Resort, Inc. - Common Stock"
MCRL,NASDAQ Global Select Market,"Micrel, Incorporated - Common Stock"
MCUR,NASDAQ Global Market,Macrocure Ltd. - Ordinary Shares
MDAS,NASDAQ Global Select Market,"MedAssets, Inc. - Common Stock"
MDCA,NASDAQ Global Select Market,MDC Partners Inc. - Class A Subordinate Voting Shares
MDCO,NASDAQ Global Select Market,The Medicines Company - Common Stock
MDIV,NASDAQ Global Market,First Trust Exchange-Traded Fund VI Multi-Asset Diversified Income Index Fund
MDLZ,NASDAQ Global Select Market,"Mondelez International, Inc. - Class A Common Stock"
MDM,NASDAQ Global Select Market,Mountain Province Diamonds Inc. - Common Stock
MDRX,NASDAQ Global Select Market,"Allscripts Healthcare Solutions, Inc. - common stock"
MDSO,NASDAQ Global Select Market,"Medidata Solutions, Inc. - Common Stock"
MDSY,NASDAQ Global Market,"BluePhoenix Solutions, Ltd. - Ordinary Shares"
MDVN,NASDAQ Global Select Market,"Medivation, Inc. - Common Stock"
MDVXU,NASDAQ Capital Market,Medovex Corp. - Units
MDWD,NASDAQ Global Market,MediWound Ltd. - Ordinary Shares
MDXG,NASDAQ Capital Market,"MiMedx Group, Inc - Common Stock"
MEET,NASDAQ Capital Market,"MeetMe, Inc. - Common Stock"
MEIL,NASDAQ Capital Market,Methes Energies International Ltd - Common Stock
MEILW,NASDAQ Capital Market,Methes Energies International Ltd - Class A Warrants
MEILZ,NASDAQ Capital Market,Methes Energies International Ltd - Class B Warrants
MEIP,NASDAQ Capital Market,"MEI Pharma, Inc. - Common Stock"
MELA,NASDAQ Capital Market,"MELA Sciences, Inc - Common Stock"
MELI,NASDAQ Global Select Market,"MercadoLibre, Inc. - Common Stock"
MELR,NASDAQ Capital Market,"Melrose Bancorp, Inc. - Common Stock"
MEMP,NASDAQ Global Select Market,Memorial Production Partners LP - Common Units
MENT,NASDAQ Global Select Market,Mentor Graphics Corporation - Common Stock
MEOH,NASDAQ Global Select Market,Methanex Corporation - Common Stock
MERC,NASDAQ Global Select Market,Mercer International Inc. - Common Stock
MERU,NASDAQ Global Market,"Meru Networks, Inc. - Common Stock"
METR,NASDAQ Global Select Market,"Metro Bancorp, Inc - Common Stock"
MFI,NASDAQ Global Market,MicroFinancial Incorporated - Common Stock
MFLX,NASDAQ Global Select Market,"Multi-Fineline Electronix, Inc. - Common Stock"
MFNC,NASDAQ Capital Market,Mackinac Financial Corporation - Common Stock
MFRI,NASDAQ Global Market,"MFRI, Inc. - Common Stock"
MFRM,NASDAQ Global Select Market,Mattress Firm Holding Corp. - Common Stock
MFSF,NASDAQ Global Market,MutualFirst Financial Inc. - Common Stock
MGCD,NASDAQ Capital Market,MGC Diagnostics Corporation - Common Stock
MGEE,NASDAQ Global Select Market,MGE Energy Inc. - Common Stock
MGI,NASDAQ Global Select Market,"Moneygram International, Inc. - Common Stock"
MGIC,NASDAQ Global Select Market,Magic Software Enterprises Ltd. - Ordinary Shares
MGLN,NASDAQ Global Select Market,"Magellan Health, Inc. - Common Stock"
MGNX,NASDAQ Global Select Market,"MacroGenics, Inc. - Common Stock"
MGPI,NASDAQ Global Select Market,"MGP Ingredients, Inc. - Common Stock"
MGRC,NASDAQ Global Select Market,McGrath RentCorp - Common Stock
MGYR,NASDAQ Global Market,"Magyar Bancorp, Inc. - Common Stock"
MHGC,NASDAQ Global Market,Morgans Hotel Group Co. - Common Stock
MHLD,NASDAQ Global Select Market,"Maiden Holdings, Ltd. - Common Stock"
MHLDO,NASDAQ Global Select Market,"Maiden Holdings, Ltd. - 7.25% Mandatory Convertible Preference Shares, Series B"
MICT,NASDAQ Capital Market,"Micronet Enertec Technologies, Inc. - Common Stock"
MICTW,NASDAQ Capital Market,"Micronet Enertec Technologies, Inc. - Warrant"
MIDD,NASDAQ Global Select Market,The Middleby Corporation - Common Stock
MIFI,NASDAQ Global Select Market,"Novatel Wireless, Inc. - Common Stock"
MIK,NASDAQ Global Select Market,"The Michaels Companies, Inc. - Common Stock"
MIND,NASDAQ Global Select Market,"Mitcham Industries, Inc. - Common Stock"
MINI,NASDAQ Global Select Market,"Mobile Mini, Inc. - Common Stock"
MITK,NASDAQ Capital Market,"Mitek Systems, Inc. - Common Stock"
MITL,NASDAQ Global Select Market,Mitel Networks Corporation - Common Shares
MKSI,NASDAQ Global Select Market,"MKS Instruments, Inc. - Common Stock"
MKTO,NASDAQ Global Select Market,"Marketo, Inc. - Common Stock"
MKTX,NASDAQ Global Select Market,"MarketAxess Holdings, Inc. - Common Stock"
MLAB,NASDAQ Global Select Market,"Mesa Laboratories, Inc. - Common Stock"
MLHR,NASDAQ Global Select Market,"Herman Miller, Inc. - Common Stock"
MLNK,NASDAQ Global Select Market,"ModusLink Global Solutions, Inc - Common Stock"
MLNX,NASDAQ Global Select Market,"Mellanox Technologies, Ltd. - Ordinary Shares"
MLVF,NASDAQ Global Market,"Malvern Bancorp, Inc. - Common Stock"
MMAC,NASDAQ Capital Market,"MMA Capital Management, LLC - Common Stock"
MMLP,NASDAQ Global Select Market,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests
MMSI,NASDAQ Global Select Market,"Merit Medical Systems, Inc. - Common Stock"
MMYT,NASDAQ Global Select Market,MakeMyTrip Limited - Ordinary Shares
MNDL,NASDAQ Capital Market,"Mandalay Digital Group, Inc - Common Stock"
MNDO,NASDAQ Global Market,MIND C.T.I. Ltd. - Ordinary Shares
MNGA,NASDAQ Capital Market,MagneGas Corporation - Common Stcok
MNKD,NASDAQ Global Market,MannKind Corporation - Common Stock
MNOV,NASDAQ Global Market,"MediciNova, Inc. - Common Stock"
MNRK,NASDAQ Capital Market,"Monarch Financial Holdings, Inc. - Common Stock"
MNRO,NASDAQ Global Select Market,"Monro Muffler Brake, Inc. - Common Stock"
MNST,NASDAQ Global Select Market,Monster Beverage Corporation - Common Stock
MNTA,NASDAQ Global Select Market,"Momenta Pharmaceuticals, Inc. - Common Stock"
MNTX,NASDAQ Capital Market,"Manitex International, Inc. - common stock"
MOBI,NASDAQ Global Market,Sky-mobi Limited - American Depositary Shares
MOBL,NASDAQ Global Select Market,"MobileIron, Inc. - Common Stock"
MOCO,NASDAQ Global Market,"MOCON, Inc. - Common Stock"
MOFG,NASDAQ Global Select Market,"MidWestOne Financial Group, Inc. - Common Stock"
MOKO,NASDAQ Global Market,MOKO Social Media Ltd. - American Depositary Shares
MOLG,NASDAQ Global Select Market,"MOL Global, Inc. - American Depositary Shares"
MOMO,NASDAQ Global Select Market,Momo Inc. - American Depositary Shares
MORN,NASDAQ Global Select Market,"Morningstar, Inc. - Common Stock"
MOSY,NASDAQ Global Select Market,"MoSys, Inc. - Common Stock"
MPAA,NASDAQ Global Select Market,"Motorcar Parts of America, Inc. - Common Stock"
MPB,NASDAQ Global Market,Mid Penn Bancorp - Common Stock
MPEL,NASDAQ Global Select Market,Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares
MPET,NASDAQ Capital Market,Magellan Petroleum Corporation - Common Stock
MPWR,NASDAQ Global Select Market,"Monolithic Power Systems, Inc. - Common Stock"
MRCC,NASDAQ Global Select Market,Monroe Capital Corporation - Common Stock
MRCY,NASDAQ Global Select Market,Mercury Systems Inc - Common Stock
MRD,NASDAQ Global Select Market,Memorial Resource Development Corp. - Common Stock
MRGE,NASDAQ Global Select Market,Merge Healthcare Incorporated. - Common Stock
MRKT,NASDAQ Global Select Market,Markit Ltd. - Common Shares
MRLN,NASDAQ Global Select Market,Marlin Business Services Corp. - Common Stock
MRNS,NASDAQ Global Market,"Marinus Pharmaceuticals, Inc. - Common Stock"
MRTN,NASDAQ Global Select Market,"Marten Transport, Ltd. - Common Stock"
MRTX,NASDAQ Capital Market,"Mirati Therapeutics, Inc. - Common Stock"
MRVC,NASDAQ Capital Market,"MRV Communications, Inc. - Common Stock"
MRVL,NASDAQ Global Select Market,Marvell Technology Group Ltd. - Common Stock
MSBF,NASDAQ Global Market,MSB Financial Corp. - common stock
MSCC,NASDAQ Global Select Market,Microsemi Corporation - Common Stock
MSEX,NASDAQ Global Select Market,Middlesex Water Company - Common Stock
MSFG,NASDAQ Global Select Market,"MainSource Financial Group, Inc. - Common Stock"
MSFT,NASDAQ Global Select Market,Microsoft Corporation - Common Stock
MSG,NASDAQ Global Select Market,The Madison Square Garden Company - Class A Common Stock
MSLI,NASDAQ Capital Market,Merus Labs International Inc. - Common Stock
MSON,NASDAQ Global Market,"MISONIX, Inc. - Common Stock"
MSTR,NASDAQ Global Select Market,MicroStrategy Incorporated - Class A Common Stock
MTBC,NASDAQ Capital Market,"Medical Transcription Billing, Corp. - Common Stock"
MTEX,NASDAQ Global Select Market,"Mannatech, Incorporated - Common Stock"
MTGE,NASDAQ Global Select Market,American Capital Mortgage Investment Corp. - Common Stock
MTGEP,NASDAQ Global Select Market,American Capital Mortgage Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock
MTLS,NASDAQ Global Select Market,Materialise NV - American Depositary Shares
MTRX,NASDAQ Global Select Market,Matrix Service Company - Common Stock
MTSC,NASDAQ Global Select Market,MTS Systems Corporation - Common Stock
MTSI,NASDAQ Global Select Market,"M/A-COM Technology Solutions Holdings, Inc. - Common Stock"
MTSL,NASDAQ Capital Market,MER Telemanagement Solutions Ltd. - Ordinary Shares
MTSN,NASDAQ Global Select Market,"Mattson Technology, Inc. - Common Stock"
MU,NASDAQ Global Select Market,"Micron Technology, Inc. - Common Stock"
MULT,NASDAQ Global Market,AdvisorShares Sunrise Global Multi-Strategy ETF
MVIS,NASDAQ Global Market,"Microvision, Inc. - Common Stock"
MWIV,NASDAQ Global Select Market,"MWI Veterinary Supply, Inc. - common stock"
MXIM,NASDAQ Global Select Market,"Maxim Integrated Products, Inc. - Common Stock"
MXWL,NASDAQ Global Select Market,"Maxwell Technologies, Inc. - Common Stock"
MYGN,NASDAQ Global Select Market,"Myriad Genetics, Inc. - Common Stock"
MYL,NASDAQ Global Select Market,Mylan Inc. - Common Stock
MYOS,NASDAQ Capital Market,MYOS Corporation - Common Stock
MYRG,NASDAQ Global Select Market,"MYR Group, Inc. - Common Stock"
MZOR,NASDAQ Global Market,Mazor Robotics Ltd. - American Depositary Shares
NAII,NASDAQ Global Market,"Natural Alternatives International, Inc. - Common Stock"
NAME,NASDAQ Global Select Market,"Rightside Group, Ltd. - Common Stock"
NANO,NASDAQ Global Select Market,Nanometrics Incorporated - Common Stock
NATH,NASDAQ Global Select Market,"Nathan's Famous, Inc. - Common Stock"
NATI,NASDAQ Global Select Market,National Instruments Corporation - Common Stock
NATL,NASDAQ Global Select Market,National Interstate Corporation - Common Stock
NATR,NASDAQ Capital Market,"Nature's Sunshine Products, Inc. - Common Stock"
NAUH,NASDAQ Global Market,"National American University Holdings, Inc. - Common Stock"
NAVG,NASDAQ Global Select Market,"The Navigators Group, Inc. - Common Stock"
NAVI,NASDAQ Global Select Market,Navient Corporation - Common Stock
NBBC,NASDAQ Global Select Market,NewBridge Bancorp - Common Stock
NBIX,NASDAQ Global Select Market,"Neurocrine Biosciences, Inc. - Common Stock"
NBN,NASDAQ Global Market,Northeast Bancorp - Common Stock
NBS,NASDAQ Capital Market,"Neostem, Inc. - Common Stock"
NBTB,NASDAQ Global Select Market,NBT Bancorp Inc. - Common Stock
NBTF,NASDAQ Capital Market,NB&T FINANCIAL GROUP INC - Common Stock
NCIT,NASDAQ Global Select Market,"NCI, Inc. - Class A Common Stock"
NCLH,NASDAQ Global Select Market,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares
NCMI,NASDAQ Global Select Market,"National CineMedia, Inc. - Common Stock"
NCTY,NASDAQ Global Select Market,The9 Limited - American Depository Shares representing one ordinary share
NDAQ,NASDAQ Global Select Market,"The NASDAQ OMX Group, Inc. - Common Stock"
NDLS,NASDAQ Global Select Market,Noodles & Company - Common Stock
NDRM,NASDAQ Global Market,NeuroDerm Ltd. - Ordinary Shares
NDSN,NASDAQ Global Select Market,Nordson Corporation - Common Stock
NECB,NASDAQ Global Market,"Northeast Community Bancorp, Inc. - Common Stock"
NEO,NASDAQ Capital Market,"NeoGenomics, Inc. - Common Stock"
NEOG,NASDAQ Global Select Market,Neogen Corporation - Common Stock
NEON,NASDAQ Capital Market,Neonode Inc. - Common Stock
NEOT,NASDAQ Global Market,"Neothetics, Inc. - Common Stock"
NEPT,NASDAQ Capital Market,Neptune Technologies & Bioresources Inc - Ordinary Shares
NERV,NASDAQ Global Market,"Minerva Neurosciences, Inc - Common Stock"
NETE,NASDAQ Capital Market,"Net Element, Inc. - Common Stock"
NEWP,NASDAQ Global Select Market,Newport Corporation - Common Stock
NEWS,NASDAQ Global Select Market,"NewStar Financial, Inc. - Common Stock"
NEWT,NASDAQ Capital Market,Newtek Business Services Corp. - Common Stock
NFBK,NASDAQ Global Select Market,"Northfield Bancorp, Inc. - Common Stock"
NFEC,NASDAQ Capital Market,NF Energy Saving Corporation - Common Stock
NFLX,NASDAQ Global Select Market,"Netflix, Inc. - Common Stock"
NGHC,NASDAQ Global Market,National General Holdings Corp - Common Stock
NGHCP,NASDAQ Global Market,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A"
NHTB,NASDAQ Global Market,"New Hampshire Thrift Bancshares, Inc. - Common Stock"
NICE,NASDAQ Global Select Market,NICE-Systems Limited - American Depositary Shares each representing one Ordinary Share
